player_name,team_name,primary_position,position_group,minutes,xg_per90,shots_per90,key_passes_per90,passes_per90,pass_completion_pct,dribbles_per90,recoveries_per90,def_actions_per90,xg_per90_pct,shots_per90_pct,key_passes_per90_pct,passes_per90_pct,pass_completion_pct_pct,dribbles_per90_pct,recoveries_per90_pct,def_actions_per90_pct
Joe Rodon,Wales,Center Back,DEF,297.0,0.0,0.0,0.0,49.141,90.7,0.0,1.517,9.1,13.9,13.9,23.2,49.3,86.4,16.1,7.1,54.6
John Stones,England,Right Center Back,DEF,465.0,0.114,0.774,0.194,87.097,95.6,0.194,1.935,4.839,90.7,82.9,48.6,97.9,99.3,35.0,19.3,3.6
Jordi Alba Ramos,Spain,Left Back,DEF,271.0,0.015,0.665,0.998,123.392,88.7,1.33,4.989,6.652,45.4,77.9,89.3,99.3,76.1,85.7,87.1,12.1
Jorge Eduardo Sánchez Ramos,Mexico,Right Back,DEF,183.0,0.003,0.492,0.0,42.272,83.7,1.966,2.458,9.831,29.6,65.0,23.2,27.9,48.6,94.3,31.4,66.4
Josip Juranović,Croatia,Right Back,DEF,631.0,0.006,0.143,0.856,57.917,80.3,0.571,4.565,8.131,34.6,28.6,85.7,65.0,36.4,61.4,82.9,33.6
José Diogo Dalot Teixeira,Portugal,Right Back,DEF,270.0,0.012,0.334,1.001,47.368,81.0,1.334,2.001,10.341,40.7,49.3,90.0,42.9,40.7,86.8,22.1,73.6
José María Giménez de Vargas,Uruguay,Right Center Back,DEF,298.0,0.039,0.906,0.302,50.419,83.8,0.604,1.811,12.076,67.1,87.1,57.1,52.9,49.6,63.6,14.3,87.9
João Pedro Cavaco Cancelo,Portugal,Right Back,DEF,344.0,0.014,0.524,0.262,70.419,83.3,3.141,6.545,8.639,43.6,68.6,54.3,88.6,47.1,100.0,98.6,42.9
Joško Gvardiol,Croatia,Left Center Back,DEF,727.0,0.023,0.248,0.124,63.127,90.8,0.248,4.332,11.511,53.9,37.1,47.1,80.0,87.1,42.1,80.7,82.9
Jules Koundé,France,Right Back,DEF,599.0,0.025,0.601,0.3,46.262,83.8,0.601,2.253,6.759,55.7,72.9,56.4,37.9,49.6,62.9,27.1,14.3
Junya Ito,Japan,Right Wing Back,DEF,350.0,0.028,0.514,0.772,25.207,64.3,1.543,3.858,8.231,57.5,66.4,82.1,2.1,0.7,90.0,69.3,36.4
Jurriën David Norman Timber,Netherlands,Right Center Back,DEF,416.0,0.0,0.0,0.0,68.349,90.5,1.081,3.244,11.247,13.9,13.9,23.2,86.4,84.3,82.9,54.3,81.4
Kalidou Koulibaly,Senegal,Right Center Back,DEF,387.0,0.054,0.232,0.232,45.558,77.6,0.232,4.649,14.644,75.4,34.3,50.0,36.4,28.6,39.3,84.3,97.9
Kamal Miller,Canada,Left Center Back,DEF,285.0,0.0,0.0,0.0,62.864,92.5,0.632,3.475,10.425,13.9,13.9,23.2,79.3,92.9,67.1,58.9,74.3
Kamil Glik,Poland,Right Center Back,DEF,389.0,0.035,0.694,0.0,30.069,93.8,0.0,1.619,10.177,63.6,81.1,23.2,6.4,95.7,16.1,10.7,72.5
Kaoru Mitoma,Japan,Left Wing Back,DEF,190.0,0.026,0.475,0.949,34.652,74.0,1.899,4.272,9.019,56.4,62.9,87.9,12.1,16.4,93.6,78.6,52.1
Kendall Jamaal Waston Manley,Costa Rica,Right Center Back,DEF,249.0,0.036,0.361,0.0,27.787,84.4,0.0,0.722,12.269,64.6,50.7,23.2,2.9,54.3,16.1,0.7,90.7
Keysher Fuller Spence,Costa Rica,Right Wing Back,DEF,268.0,0.105,1.008,0.336,20.493,70.5,0.672,2.688,7.391,90.0,92.9,62.1,0.7,10.0,69.3,39.3,25.0
Kieran Trippier,England,Right Back,DEF,227.0,0.017,0.397,1.19,77.347,84.6,0.397,3.57,5.95,50.4,51.4,92.9,92.9,55.0,52.9,60.0,9.3
Kléper Laveran Lima Ferreira,Portugal,Right Center Back,DEF,389.0,0.077,0.694,0.0,68.217,85.4,0.231,4.162,8.325,82.9,81.1,23.2,85.7,59.3,38.2,76.4,37.9
Ko Itakura,Japan,Right Center Back,DEF,292.0,0.05,0.926,0.0,34.271,91.9,0.926,1.852,10.497,73.9,88.6,23.2,11.4,90.4,75.0,16.4,75.0
Kye Rowles,Australia,Left Center Back,DEF,387.0,0.0,0.0,0.0,45.361,87.2,0.0,0.93,8.374,13.9,13.9,23.2,35.0,69.3,16.1,2.9,40.0
Kyle Walker,England,Right Back,DEF,252.0,0.0,0.0,0.0,63.34,89.8,1.074,2.863,7.157,13.9,13.9,23.2,80.7,82.9,80.7,42.1,20.7
Lisandro Martínez,Argentina,Left Center Back,DEF,396.0,0.075,0.227,0.0,34.974,85.7,0.0,1.363,7.494,81.8,31.4,23.2,13.6,61.1,16.1,4.3,27.1
Luke Shaw,England,Left Back,DEF,457.0,0.017,0.591,1.378,79.134,84.3,0.197,2.953,4.528,50.4,71.4,97.1,95.0,53.6,35.7,45.7,2.1
Manuel Obafemi Akanji,Switzerland,Right Center Back,DEF,386.0,0.206,0.931,0.233,59.379,89.8,0.233,2.329,7.684,98.6,89.3,51.1,70.7,82.9,40.0,28.6,29.3
Marcos Aoás Corrêa,Brazil,Right Center Back,DEF,458.0,0.015,0.196,0.982,70.5,96.1,0.393,2.946,6.088,45.4,30.0,88.6,89.3,100.0,52.1,45.0,10.0
Marcos Javier Acuña,Argentina,Left Back,DEF,418.0,0.016,0.431,1.077,46.722,78.3,1.077,4.091,9.258,47.9,55.0,91.4,39.3,32.1,81.4,75.4,57.9
Mathías Olivera Miramontes,Uruguay,Left Back,DEF,264.0,0.028,0.683,2.048,45.392,81.2,0.683,5.461,15.017,57.5,80.0,99.3,35.7,41.8,70.7,90.0,99.3
Matty Cash,Poland,Right Back,DEF,390.0,0.005,0.231,0.462,36.018,77.6,0.231,1.847,8.774,33.2,33.6,70.4,15.7,28.6,38.2,15.7,47.9
Maya Yoshida,Japan,Center Back,DEF,416.0,0.0,0.0,0.0,49.111,88.5,0.649,1.947,12.332,13.9,13.9,23.2,48.6,75.0,68.6,20.7,91.4
Milad Mohammadi,Iran,Left Back,DEF,211.0,0.0,0.0,0.0,28.165,68.2,1.28,1.707,10.669,13.9,13.9,23.2,3.6,7.1,85.0,11.4,75.7
Milos Veljkovic,Serbia,Center Back,DEF,229.0,0.0,0.0,0.0,44.056,88.4,0.0,1.573,7.08,13.9,13.9,23.2,33.6,73.6,16.1,10.0,19.3
Miloš Degenek,Australia,Right Back,DEF,202.0,0.0,0.0,0.0,43.132,71.1,1.334,3.113,12.451,13.9,13.9,23.2,30.0,11.1,86.8,50.0,92.1
Min Jae Kim,South Korea,Right Center Back,DEF,283.0,0.034,0.636,0.0,59.47,88.2,0.318,3.816,7.633,62.1,76.4,23.2,71.4,72.1,50.7,68.6,28.6
Mohamed Salisu,Ghana,Left Center Back,DEF,301.0,0.128,0.598,0.0,44.522,71.1,0.0,2.39,13.745,92.1,72.1,23.2,34.3,11.1,16.1,30.7,96.4
Montassar Omar Talbi,Tunisia,Left Center Back,DEF,297.0,0.004,0.303,0.0,40.357,86.5,0.303,4.855,14.262,31.4,42.5,23.2,23.6,65.0,45.7,85.0,97.1
Moon-Hwan Kim,South Korea,Right Back,DEF,390.0,0.0,0.0,0.462,55.889,84.7,0.693,4.388,10.162,13.9,13.9,70.4,61.4,55.7,71.4,81.4,71.4
Morteza Pouraliganji,Iran,Left Center Back,DEF,305.0,0.079,0.59,0.59,37.758,72.7,0.0,2.36,8.26,83.6,70.7,75.0,19.3,13.6,16.1,30.0,37.1
Nahuel Molina Lucero,Argentina,Right Back,DEF,655.0,0.067,0.275,0.275,49.435,82.2,0.412,2.609,6.591,79.3,38.6,55.0,50.7,44.3,54.3,35.7,11.4
Nathan Aké,Netherlands,Left Center Back,DEF,513.0,0.0,0.0,0.0,61.766,90.6,0.0,2.106,10.177,13.9,13.9,23.2,76.4,85.4,16.1,23.6,72.5
Nayef Aguerd,Morocco,Right Center Back,DEF,369.0,0.061,0.244,0.244,37.551,86.4,0.0,1.463,7.559,77.9,36.4,52.9,18.6,63.6,16.1,6.4,27.9
Neco Williams,Wales,Left Wing Back,DEF,216.0,0.032,1.253,0.0,40.51,73.2,2.923,7.935,10.858,60.7,96.4,23.2,24.3,15.0,99.3,100.0,77.1
Ngoran Suiru Fai Collins,Cameroon,Right Back,DEF,291.0,0.003,0.309,0.618,46.978,67.8,0.0,3.091,7.109,29.6,45.4,77.9,41.4,4.3,16.1,49.3,20.0
Nico Elvedi,Switzerland,Left Center Back,DEF,192.0,0.089,0.469,0.0,66.059,93.6,0.0,2.811,13.118,86.4,61.4,23.2,84.3,95.0,16.1,40.0,94.3
Nicolas Alexis Julio N'Koulou Ndoubena,Cameroon,Left Center Back,DEF,192.0,0.179,1.403,0.0,43.503,84.9,0.468,5.613,8.888,95.4,97.9,23.2,32.1,56.8,56.8,92.1,50.0
Nicolás Alejandro Tagliafico,Argentina,Left Back,DEF,400.0,0.205,0.675,0.45,40.95,84.1,0.675,2.925,8.55,97.9,78.6,69.3,25.0,51.4,70.0,43.6,42.1
Nicolás Hernán Otamendi,Argentina,Left Center Back,DEF,789.0,0.005,0.114,0.114,64.457,93.5,0.0,3.194,8.898,33.2,27.9,46.4,82.9,94.3,16.1,52.9,50.7
Niklas Süle,Germany,Right Center Back,DEF,288.0,0.024,0.313,0.0,78.86,92.5,0.0,4.068,5.946,55.0,47.9,23.2,94.3,92.9,16.1,74.3,8.6
Nikola Milenković,Serbia,Right Center Back,DEF,294.0,0.038,0.92,0.0,48.127,86.6,0.0,1.839,11.649,66.1,87.9,23.2,47.1,66.8,16.1,15.0,84.3
Nouhou Tolo,Cameroon,Left Back,DEF,292.0,0.0,0.0,0.0,32.615,76.4,0.615,2.462,11.077,13.9,13.9,23.2,7.9,23.9,65.0,32.1,79.3
Noussair Mazraoui,Morocco,Left Back,DEF,376.0,0.036,0.957,0.239,28.94,85.1,0.478,3.348,10.763,64.6,90.0,52.1,4.3,57.9,58.6,56.4,76.4
Pedro Miguel Correia,Qatar,Right Center Back,DEF,273.0,0.012,0.659,0.0,37.912,72.2,0.989,3.297,6.923,40.7,77.1,23.2,20.0,12.1,77.9,55.0,17.1
Pervis Josué Estupiñán Tenorio,Ecuador,Left Back,DEF,287.0,0.085,0.627,1.253,58.6,78.1,2.507,5.327,8.461,84.6,74.3,94.3,66.4,30.4,98.6,89.3,40.7
Piero Martín Hincapié Reyna,Ecuador,Left Center Back,DEF,288.0,0.0,0.0,0.0,62.123,85.9,0.0,2.497,9.053,13.9,13.9,23.2,78.2,62.1,16.1,32.9,53.6
Ramin Rezaeian,Iran,Right Back,DEF,202.0,0.103,0.891,1.337,46.782,67.6,1.337,3.119,11.139,88.6,86.4,96.4,40.7,3.6,87.9,50.7,80.0
Raphaël Adelino José Guerreiro,Portugal,Left Back,DEF,304.0,0.118,0.889,1.186,56.621,85.3,0.296,2.668,3.854,91.4,85.7,92.1,63.6,58.6,44.3,38.6,1.4
Raphaël Varane,France,Right Center Back,DEF,629.0,0.038,0.429,0.0,40.044,89.6,0.143,1.43,5.578,66.1,54.3,23.2,22.9,80.4,32.1,5.7,7.1
Rasmus Nissen Kristensen,Denmark,Right Wing Back,DEF,234.0,0.0,0.0,0.384,68.403,78.1,1.537,1.537,9.223,13.9,13.9,64.3,87.1,30.4,89.3,7.9,57.1
Ricardo Iván Rodríguez Araya,Switzerland,Left Back,DEF,380.0,0.0,0.0,0.473,53.735,75.8,0.237,2.841,6.391,13.9,13.9,72.1,57.9,22.9,40.7,40.7,10.7
Rodrigo Hernández Cascante,Spain,Right Center Back,DEF,416.0,0.001,0.216,0.864,146.723,94.8,0.0,4.322,6.699,27.9,30.7,86.4,100.0,97.9,16.1,79.6,13.6
Romain Saïss,Morocco,Left Center Back,DEF,523.0,0.097,0.172,0.0,33.187,81.9,0.172,2.063,9.457,87.1,29.3,23.2,8.6,42.9,32.9,22.9,60.7
Rúben Santos Gato Alves Dias,Portugal,Left Center Back,DEF,392.0,0.009,0.229,0.0,61.025,92.5,0.0,3.212,6.653,37.5,32.1,23.2,75.0,92.9,16.1,53.6,12.9
Saud Abdullah Abdul Hamid,Saudi Arabia,Right Back,DEF,298.0,0.002,0.302,0.603,35.879,76.5,1.206,3.618,9.045,28.6,41.4,75.7,15.0,25.0,83.6,63.6,52.9
Sebastián Coates Nión,Uruguay,Left Center Back,DEF,200.0,0.046,0.449,0.0,43.585,80.4,0.0,3.595,5.392,70.0,57.5,23.2,32.9,37.5,16.1,62.9,5.7
Sergino Dest,United States,Right Back,DEF,308.0,0.074,1.756,0.585,58.81,86.6,2.341,4.974,8.485,80.7,98.6,74.3,67.1,66.8,97.9,86.4,41.4
Seyed Majid Hosseini,Iran,Right Center Back,DEF,305.0,0.0,0.0,0.0,31.858,80.6,0.295,5.9,8.85,13.9,13.9,23.2,7.1,38.6,43.6,94.3,49.3
Shogo Taniguchi,Japan,Left Center Back,DEF,222.0,0.071,0.813,0.0,34.944,88.4,0.0,0.813,8.126,80.0,84.3,23.2,12.9,73.6,16.1,1.4,32.9
Silvan Widmer,Switzerland,Right Back,DEF,282.0,0.016,0.319,0.319,52.378,77.4,0.0,2.236,11.817,47.9,48.6,61.4,56.4,27.1,16.1,26.4,85.0
Steven de Sousa Vitoria,Canada,Right Center Back,DEF,285.0,0.0,0.0,0.0,57.81,87.4,0.0,3.475,7.898,13.9,13.9,23.2,64.3,70.7,16.1,58.9,31.1
Strahinja Pavlović,Serbia,Left Center Back,DEF,253.0,0.063,0.712,0.0,54.114,79.6,0.712,6.052,9.612,78.6,82.1,23.2,59.3,34.3,72.1,95.7,64.3
Takehiro Tomiyasu,Japan,Right Center Back,DEF,206.0,0.0,0.0,1.311,42.836,74.5,0.0,2.186,10.928,13.9,13.9,95.7,29.3,17.1,16.1,25.0,77.9
Theo Bernard François Hernández,France,Left Back,DEF,549.0,0.043,0.82,1.64,54.456,87.3,0.984,3.937,8.365,67.9,85.0,97.9,60.0,70.0,77.1,72.1,39.3
Thiago Emiliano da Silva,Brazil,Left Center Back,DEF,412.0,0.045,0.436,0.655,73.109,95.5,0.218,2.619,7.202,68.9,55.7,78.9,90.0,98.6,36.4,36.4,21.4
Thomas Meunier,Belgium,Right Back,DEF,217.0,0.049,1.243,0.828,58.813,76.8,0.828,3.313,9.526,72.5,95.7,83.6,67.9,25.7,72.9,55.7,62.1
Tim Ream,United States,Left Center Back,DEF,391.0,0.059,0.23,0.0,62.101,89.3,0.23,3.91,10.12,77.1,32.9,23.2,77.1,78.6,37.1,71.4,70.0
Timothy Castagne,Belgium,Left Back,DEF,284.0,0.0,0.0,0.0,63.652,87.6,0.633,2.217,7.284,13.9,13.9,23.2,81.4,71.4,67.9,25.7,23.6
Toby Alderweireld,Belgium,Right Center Back,DEF,284.0,0.0,0.0,0.0,84.553,91.4,0.0,2.533,10.134,13.9,13.9,23.2,97.1,88.6,16.1,34.3,70.7
Virgil van Dijk,Netherlands,Center Back,DEF,516.0,0.034,0.523,0.349,59.802,88.9,0.174,1.569,9.764,62.1,67.9,63.6,72.9,77.9,34.3,8.9,65.7
Walker Zimmerman,United States,Right Center Back,DEF,310.0,0.016,0.29,0.0,67.602,91.0,0.0,1.741,12.186,47.9,40.0,23.2,85.0,87.9,16.1,12.1,89.3
Yahia Attiyat allah,Morocco,Left Back,DEF,353.0,0.085,0.51,0.765,35.204,70.3,0.51,5.612,7.908,84.6,65.7,81.4,14.3,8.9,60.0,91.4,32.1
Yassine Meriah,Tunisia,Center Back,DEF,297.0,0.014,0.303,0.303,50.978,82.1,0.607,4.248,13.048,43.6,42.5,57.9,54.3,43.6,64.3,77.9,92.9
Young-Gwon Kim,South Korea,Left Center Back,DEF,372.0,0.167,0.484,0.484,50.861,85.7,0.0,1.938,6.781,94.3,64.3,72.9,53.6,61.1,16.1,20.0,15.0
Youssouf Sabaly,Senegal,Right Back,DEF,387.0,0.004,0.465,1.86,51.601,86.5,0.93,6.043,7.438,31.4,59.6,98.6,55.7,65.0,75.7,95.0,25.7
Yuto Nagatomo,Japan,Left Wing Back,DEF,210.0,0.0,0.0,0.429,46.33,75.0,1.716,3.861,7.293,13.9,13.9,67.9,38.6,18.6,91.4,70.0,24.3
Éder Gabriel Militão,Brazil,Right Back,DEF,462.0,0.05,0.974,0.0,53.961,90.6,0.0,4.091,5.844,73.9,90.7,23.2,58.6,85.4,16.1,75.4,7.9
Óscar Esau Duarte Gaitán,Costa Rica,Right Center Back,DEF,294.0,0.0,0.0,0.306,29.654,70.1,0.0,3.363,10.088,13.9,13.9,58.6,5.0,7.9,16.1,57.1,69.3
Akram Hassan Afif,Qatar,Left Center Forward,FWD,287.0,0.009,0.627,1.566,52.001,84.9,2.193,5.325,0.94,1.3,7.8,83.1,98.7,97.4,62.3,90.9,1.3
Aleksandar Mitrović,Serbia,Center Forward,FWD,279.0,0.484,3.223,0.322,21.597,77.6,0.322,2.256,8.703,85.7,83.1,24.7,36.4,74.0,7.8,19.5,83.1
Almoez Ali Zainalabiddin Abdulla,Qatar,Right Center Forward,FWD,231.0,0.188,1.167,0.0,17.891,78.3,1.556,2.334,7.001,48.1,24.7,7.1,18.2,80.5,45.5,23.4,67.5
Andrej Kramarić,Croatia,Center Forward,FWD,478.0,0.205,1.883,0.942,32.58,87.3,1.318,2.448,2.637,50.6,49.4,61.0,72.7,98.7,29.9,28.6,9.1
Boulaye Dia,Senegal,Center Forward,FWD,330.0,0.181,2.182,0.273,14.455,73.6,1.636,2.455,3.818,46.8,62.3,19.5,5.2,48.1,46.8,29.9,28.6
Breel-Donald Embolo,Switzerland,Center Forward,FWD,330.0,0.652,1.635,0.545,17.989,75.8,1.09,1.635,5.451,96.1,44.2,44.2,19.5,61.0,25.3,7.8,42.9
Bruno Miguel Borges Fernandes,Portugal,Right Wing,FWD,385.0,0.241,1.871,1.403,54.014,80.5,1.403,3.507,7.249,62.3,48.1,74.0,100.0,88.3,36.4,61.0,70.1
Bruno Petković,Croatia,Center Forward,FWD,256.0,0.035,0.352,1.409,28.18,55.0,1.057,3.17,7.75,6.5,2.6,75.3,58.4,3.9,23.4,50.6,79.2
Bryan Mbeumo,Cameroon,Right Wing,FWD,224.0,0.054,0.803,2.008,32.53,64.2,2.811,4.016,6.827,14.3,14.3,92.2,71.4,13.0,71.4,74.0,64.9
Bukayo Saka,England,Right Wing,FWD,291.0,0.179,2.163,1.545,34.295,75.7,1.545,2.781,6.179,45.5,59.7,81.8,76.6,59.7,44.2,41.6,50.6
Christian Pulisic,United States,Left Wing,FWD,334.0,0.307,2.425,1.886,37.455,60.4,3.503,5.389,3.772,71.4,70.1,90.9,83.1,7.8,80.5,92.2,26.0
Cristiano Ronaldo dos Santos Aveiro,Portugal,Center Forward,FWD,303.0,0.577,3.271,1.189,26.759,74.4,0.892,1.784,2.973,90.9,84.4,68.8,54.5,50.0,20.8,9.1,13.0
Daichi Kamada,Japan,Left Wing,FWD,337.0,0.112,1.601,0.267,27.758,79.8,1.868,1.868,4.804,33.8,41.6,18.2,55.8,84.4,51.9,13.0,33.8
Daizen Maeda,Japan,Center Forward,FWD,181.0,0.266,0.994,0.0,8.945,44.4,0.0,1.988,9.442,67.5,19.5,7.1,1.3,1.3,3.9,16.9,92.2
Daniel Olmo Carvajal,Spain,Left Wing,FWD,388.0,0.251,2.782,0.696,45.44,81.6,4.173,4.637,5.1,65.6,76.6,48.1,97.4,90.3,92.2,84.4,37.7
Darwin Gabriel Núñez Ribeiro,Uruguay,Left Wing,FWD,249.0,0.078,1.083,0.361,19.495,66.7,1.444,2.888,7.581,23.4,23.4,29.9,23.4,20.8,37.7,45.5,75.3
Enner Remberto Valencia Lastra,Ecuador,Left Wing,FWD,261.0,0.663,3.101,1.034,17.573,76.5,2.412,4.479,8.614,97.4,81.8,64.9,15.6,64.9,67.5,81.8,81.8
Ernesto Alexis Vega Rojas,Mexico,Left Wing,FWD,194.0,0.321,4.171,0.463,25.026,70.4,1.39,7.415,6.488,72.7,96.8,40.3,48.1,34.4,34.4,98.7,58.4
Facundo Pellistri Rebollo,Uruguay,Right Wing,FWD,191.0,0.047,0.47,1.411,21.171,77.8,2.823,2.823,8.468,11.7,5.2,76.6,32.5,75.3,72.7,43.5,80.5
Ferrán Torres García,Spain,Right Wing,FWD,226.0,0.401,1.594,0.399,34.278,72.1,3.986,3.189,2.79,80.5,40.3,33.8,75.3,42.9,88.3,51.9,10.4
Gareth Frank Bale,Wales,Right Center Forward,FWD,248.0,0.293,0.727,0.727,19.984,61.8,1.09,1.817,5.087,70.1,13.0,50.6,27.3,10.4,25.3,11.7,36.4
Gonzalo Jordy Plata Jiménez,Ecuador,Right Wing,FWD,281.0,0.034,0.64,0.64,33.262,75.0,3.198,2.559,6.077,5.2,9.1,45.5,74.0,53.9,76.6,32.5,49.4
Gue-Sung Cho,South Korea,Center Forward,FWD,297.0,0.216,2.421,0.303,18.157,65.0,0.908,2.421,7.263,51.9,68.8,20.8,20.8,15.6,22.1,26.0,72.7
Hakim Ziyech,Morocco,Right Wing,FWD,664.0,0.042,1.355,0.813,40.663,70.0,4.066,3.795,6.777,9.7,32.5,55.8,90.9,31.2,90.9,68.8,62.3
Harry Kane,England,Center Forward,FWD,421.0,0.498,2.564,0.427,20.726,66.0,1.496,2.564,5.769,88.3,72.7,37.7,29.9,19.5,40.3,33.8,46.8
Heung-Min Son,South Korea,Left Wing,FWD,390.0,0.105,2.079,1.155,28.176,68.9,2.079,3.233,3.464,32.5,55.8,66.2,57.1,26.0,61.0,55.8,20.8
Hirving Rodrigo Lozano Bahena,Mexico,Right Wing,FWD,267.0,0.081,2.02,2.694,24.916,55.4,2.02,5.724,9.091,26.0,53.2,100.0,46.8,5.2,58.4,93.5,88.3
Ismaïla Sarr,Senegal,Left Wing,FWD,365.0,0.456,2.464,1.479,19.962,70.4,3.204,4.189,5.175,83.8,71.4,79.2,26.0,34.4,77.9,77.9,39.0
Issam Jebali,Tunisia,Center Forward,FWD,196.0,0.272,1.375,0.917,16.964,78.4,1.834,3.668,11.921,68.8,33.8,58.4,13.0,81.8,50.6,64.9,100.0
Ivan Perišić,Croatia,Left Wing,FWD,755.0,0.09,1.908,0.716,36.258,70.4,2.028,2.624,7.156,28.6,50.6,49.4,80.5,34.4,59.7,36.4,68.8
Iñaki Williams Arthuer,Ghana,Center Forward,FWD,273.0,0.042,0.66,0.33,14.516,75.0,1.32,3.629,6.268,9.7,10.4,26.0,6.5,53.9,31.2,62.3,54.5
Jackson Irvine,Australia,Left Center Forward,FWD,374.0,0.08,0.723,0.241,31.068,82.9,0.482,2.649,9.393,24.7,11.7,15.6,66.2,94.8,11.7,37.7,90.9
Jamal Musiala,Germany,Left Wing,FWD,274.0,0.379,3.613,2.299,38.431,80.3,10.839,7.226,5.255,79.2,90.9,96.1,88.3,87.0,100.0,97.4,41.6
Jean-Eric Maxim Choupo-Moting,Cameroon,Center Forward,FWD,270.0,0.175,1.0,0.667,23.0,68.1,2.0,3.0,4.667,42.9,20.8,46.8,44.2,23.4,55.8,48.1,32.5
Jesper Lindstrøm,Denmark,Left Wing,FWD,213.0,0.141,1.265,0.0,22.774,70.4,5.483,2.53,7.591,40.3,28.6,7.1,41.6,34.4,97.4,31.2,77.9
Joel Nathaniel Campbell Samuels,Costa Rica,Right Wing,FWD,292.0,0.016,0.308,0.308,42.168,76.6,4.001,4.925,5.848,2.6,1.3,23.4,93.5,66.2,89.6,87.0,48.1
Jonathan David,Canada,Center Forward,FWD,202.0,0.363,3.571,0.0,26.339,72.9,1.786,4.018,2.232,77.9,89.6,7.1,51.9,45.5,49.4,75.3,6.5
João Félix Sequeira,Portugal,Left Wing,FWD,340.0,0.177,2.91,0.265,32.275,77.0,2.381,2.381,3.439,44.2,80.5,16.9,70.1,70.1,66.2,24.7,18.2
Julián Álvarez,Argentina,Left Center Forward,FWD,485.0,0.354,2.04,0.371,22.996,75.0,0.742,2.967,6.305,76.6,54.5,31.2,42.9,53.9,15.6,46.8,55.8
Kevin De Bruyne,Belgium,Right Wing,FWD,284.0,0.056,2.217,2.533,44.335,71.4,2.217,4.75,3.167,15.6,64.9,97.4,94.8,40.9,63.6,85.7,14.3
Kieffer Roberto Francisco Moore,Wales,Left Center Forward,FWD,251.0,0.229,2.15,1.433,21.497,68.3,0.0,1.433,9.315,54.5,58.4,77.9,35.1,24.7,3.9,5.2,89.6
Kingsley Coman,France,Right Wing,FWD,208.0,0.038,0.434,0.434,30.361,77.1,5.205,3.904,7.373,7.8,3.9,39.0,63.6,71.4,94.8,70.1,74.0
Krépin Diatta,Senegal,Right Wing,FWD,182.0,0.064,1.484,1.484,37.603,81.6,2.474,5.937,3.463,20.8,36.4,80.5,84.4,90.3,68.8,94.8,19.5
Kylian Mbappé Lottin,France,Left Wing,FWD,656.0,0.581,4.256,1.236,31.986,77.3,6.864,4.118,1.236,92.2,98.7,70.1,67.5,72.7,98.7,76.6,2.6
Lautaro Javier Martínez,Argentina,Left Center Forward,FWD,282.0,0.678,4.476,0.0,20.142,73.0,2.558,1.918,2.877,98.7,100.0,7.1,28.6,46.8,70.1,15.6,11.7
Lionel Andrés Messi Cuccittini,Argentina,Right Center Forward,FWD,876.0,0.62,3.287,1.644,38.112,82.5,3.698,3.493,2.055,93.5,85.7,85.7,85.7,92.2,83.1,59.7,5.2
Marco Asensio Willemsen,Spain,Center Forward,FWD,237.0,0.231,3.799,0.76,44.449,78.6,1.14,1.9,1.9,55.8,93.5,53.2,96.1,83.1,28.6,14.3,3.9
Marcus Thuram,France,Center Forward,FWD,184.0,0.057,0.49,0.981,22.071,71.1,3.433,3.924,10.3,16.9,6.5,62.3,37.7,38.3,79.2,71.4,94.8
Mario Pašalić,Croatia,Right Wing,FWD,295.0,0.051,0.916,0.305,28.411,82.8,1.527,3.666,10.692,13.0,16.9,22.1,59.7,93.5,41.6,63.6,97.4
Marko Livaja,Croatia,Center Forward,FWD,259.0,0.344,2.084,0.347,19.799,61.4,1.389,2.779,4.863,75.3,57.1,28.6,24.7,9.1,32.5,40.3,35.1
Memphis Depay,Netherlands,Left Center Forward,FWD,316.0,0.337,2.852,0.856,36.217,75.6,3.707,2.281,3.992,74.0,79.2,57.1,79.2,58.4,84.4,20.8,29.9
Michael Steveen Estrada Martínez,Ecuador,Center Forward,FWD,226.0,0.098,1.195,0.398,17.131,69.8,0.797,1.594,11.554,31.2,26.0,32.5,14.3,29.9,18.2,6.5,98.7
Mislav Oršić,Croatia,Left Wing,FWD,194.0,0.128,4.171,1.39,25.489,76.4,1.39,2.317,3.244,37.7,96.8,72.7,50.6,63.6,34.4,22.1,15.6
Mitchell Thomas Duke,Australia,Right Center Forward,FWD,272.0,0.084,2.314,0.331,22.475,52.9,0.661,3.966,8.924,27.3,66.2,27.3,40.3,2.6,14.3,72.7,87.0
Mohammed Kudus,Ghana,Center Forward,FWD,255.0,0.233,2.825,0.0,28.953,74.4,5.296,9.886,6.355,57.1,77.9,7.1,61.0,50.0,96.1,100.0,57.1
Nikola Vlašić,Croatia,Right Wing,FWD,233.0,0.242,1.928,0.0,21.208,78.2,1.542,3.47,4.627,63.6,51.9,7.1,33.8,79.2,42.9,58.4,31.2
Olivier Giroud,France,Center Forward,FWD,433.0,0.631,3.536,0.416,15.6,65.3,0.0,0.624,6.24,94.8,87.0,36.4,10.4,16.9,3.9,1.3,51.9
Ousmane Dembélé,France,Right Wing,FWD,448.0,0.073,1.607,2.009,38.371,78.0,3.616,4.42,3.817,22.1,42.9,93.5,87.0,76.6,81.8,80.5,27.3
Randal Kolo Muani,France,Right Wing,FWD,206.0,0.553,1.748,0.0,15.728,69.4,3.058,2.621,8.738,89.6,45.5,7.1,11.7,27.3,75.3,35.1,84.4
