event_id,match_id,team_name,player_name,minute,shot_type,is_goal,statsbomb_xg,predicted_xg,distance,angle
9cf778f8-eb3d-4bc5-ab35-0f3a147db977,3869486,Morocco,Hakim Ziyech,17,Open Play,0,0.008206696,0.009101192254182983,31.749330701606926,0.19040326412535616
9e674fd1-9541-42e1-921f-a8ccbed1d7c6,3869486,Morocco,Youssef En-Nesyri,25,Open Play,0,0.043849364,0.0892557282129794,13.301503674397114,0.5841785304099638
646d8725-6259-4863-92b3-0ea602d4bdd4,3869486,Portugal,João Félix Sequeira,30,Open Play,0,0.027014187,0.024941657967164143,22.717834403833475,0.2965305685746903
971e3e9c-a536-4987-be86-fed114271c3e,3869486,Morocco,Selim Amallah,34,Open Play,0,0.06053267,0.0815760040500355,14.261135999632005,0.4495028820967072
9000f0f2-73ed-4a71-917d-2d525af7ba80,3869486,Morocco,Sofiane Boufal,34,Open Play,0,0.03503226,0.018029799114219754,26.03536056980967,0.27116503578012
60fd64f6-2fc4-4e42-8df5-c9e199fa7690,3869486,Portugal,João Félix Sequeira,38,Open Play,0,0.060545366,0.037051320527417365,18.384776310850235,0.4163786747364204
b5cf82d9-5c1a-49ac-af0d-2fada2d6f0e5,3869486,Morocco,Youssef En-Nesyri,41,Open Play,1,0.20030825,0.2844328076454107,7.406078584514216,0.9900399732272257
7c951da3-8d74-432e-8fd4-2a6807a7ff24,3869486,Portugal,Bruno Miguel Borges Fernandes,44,Open Play,0,0.0067060287,0.01735689431557191,25.323704310388713,0.15233926094750327
1b7f0b8c-83a1-4f81-a6d2-469a14a2beda,3869486,Morocco,Yahia Attiyat allah,46,Open Play,0,0.082217455,0.09300806302587315,18.478365728602736,0.29586261040029
3b8ce4f0-d61d-4dda-9c67-8c240bdbbc47,3869486,Morocco,Azzedine Ounahi,55,Open Play,0,0.032880384,0.04041355207154647,26.929537686339877,0.29150853824269746
4d09313e-118e-459a-9ee8-01dc7a56f08f,3869486,Portugal,Gonçalo Matias Ramos,57,Open Play,0,0.10594022,0.10096575977276787,11.299999999999997,0.6804362232893667
13d33a38-98fb-4bd9-8a7f-c77928e25cba,3869486,Portugal,João Félix Sequeira,60,Open Play,0,0.026895314,0.02935334833918594,14.780054127099804,0.38653833318034964
8fd3af63-509c-463b-88d2-fa1c6eabb793,3869486,Portugal,Bruno Miguel Borges Fernandes,63,Open Play,0,0.057325892,0.05923739716365094,19.525624189766635,0.394353631880113
66863928-254c-403c-8dc7-ffbd0b98fce5,3869486,Portugal,Bernardo Mota Veiga de Carvalho e Silva,70,Open Play,0,0.10927713,0.12540312042538046,10.993179703798173,0.6613402279567125
d3101e93-d011-401a-af9c-5a1c560c72ec,3869486,Portugal,João Félix Sequeira,81,Open Play,0,0.025960794,0.015173016982631434,24.8276056034407,0.23539001277086227
d4278a80-ee3d-4ef1-9255-cf9dc4ce1580,3869486,Portugal,Cristiano Ronaldo dos Santos Aveiro,90,Open Play,0,0.05699573,0.08066480340813041,22.780035118497956,0.28179938630251206
