player_id,player_name,team_name,minutes,goals,assists,key_passes,shots,xg,xg_per_90
5534,Simon Thorup Kjær,Denmark,64.0,0,0,0,0,0.0,0.0
5544,Ricardo Iván Rodríguez Araya,Switzerland,380.0,0,0,2,0,0.0,0.0
5547,Alisson Ramsés Becker,Brazil,398.0,0,0,0,0,0.0,0.0
5550,Yann Sommer,Switzerland,286.0,0,0,0,0,0.0,0.0
5563,José Andrés Guardado Hernández,Mexico,41.0,0,0,0,0,0.0,0.0
5568,Raúl Alonso Jiménez Rodríguez,Mexico,79.0,0,0,0,0,0.0,0.0
5570,Manuel Neuer,Germany,294.0,0,0,0,0,0.0,0.0
5575,Héctor Miguel Herrera López,Mexico,167.0,0,0,1,0,0.0,0.0
5577,Francisco Guillermo Ochoa Magaña,Mexico,292.0,0,0,0,0,0.0,0.0
5582,Celso Borges Mora,Costa Rica,260.0,0,0,1,0,0.0,0.0
5592,Bryan Ruiz González,Costa Rica,37.0,0,0,0,0,0.0,0.0
5595,Johan Alberto Venegas Ulloa,Costa Rica,73.0,0,0,0,0,0.0,0.0
5597,Keylor Navas Gamboa,Costa Rica,294.0,0,0,0,0,0.0,0.0
5598,Óscar Esau Duarte Gaitán,Costa Rica,294.0,0,0,1,0,0.0,0.0
5632,Thorgan Hazard,Belgium,110.0,0,0,5,0,0.0,0.0
5647,Ali Maâloul,Tunisia,103.0,0,0,0,0,0.0,0.0
